"No.","Time","Source","Destination","Protocol","Length","Info","dest (r)","dest(u)","src (r)","src(u)","New Column"
"9137","1025.194306","17.248.210.8","192.168.111.43","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data","62539","62539","443","443","9137"
"9138","1025.194531","192.168.111.43","17.248.210.8","TCP","66","62539  >  443 [ACK] Seq=518 Ack=1449 Win=2944 Len=0 TSval=3750508972 TSecr=665043404","443","443","62539","62539","9138"
"9139","1025.195930","17.248.210.8","192.168.111.43","TCP","1514","443  >  62539 [PSH, ACK] Seq=1449 Ack=518 Win=32768 Len=1448 TSval=665043404 TSecr=3750508866 [TCP PDU reassembled in 9141]","62539","62539","443","443","9139"
"9140","1025.195988","192.168.111.43","17.248.210.8","TCP","66","62539  >  443 [ACK] Seq=518 Ack=2897 Win=2944 Len=0 TSval=3750508974 TSecr=665043404","443","443","62539","62539","9140"
"9141","1025.212765","17.248.210.8","192.168.111.43","TLSv1.3","759","Application Data, Application Data, Application Data","62539","62539","443","443","9141"
"9142","1025.212856","192.168.111.43","17.248.210.8","TCP","66","62539  >  443 [ACK] Seq=518 Ack=3590 Win=2944 Len=0 TSval=3750508991 TSecr=665043418","443","443","62539","62539","9142"
"9143","1025.236841","192.168.111.43","17.248.210.8","TLSv1.3","146","Change Cipher Spec, Application Data","443","443","62539","62539","9143"
"9144","1025.239434","192.168.111.43","17.248.210.8","TCP","1514","62539  >  443 [ACK] Seq=598 Ack=3590 Win=2944 Len=1448 TSval=3750509017 TSecr=665043418 [TCP PDU reassembled in 9145]","443","443","62539","62539","9144"
"9145","1025.239483","192.168.111.43","17.248.210.8","TLSv1.3","110","Application Data","443","443","62539","62539","9145"
"9146","1025.239942","192.168.111.43","17.248.210.8","TLSv1.3","324","Application Data","443","443","62539","62539","9146"
"9147","1025.279776","17.248.210.8","192.168.111.43","TLSv1.3","369","Application Data","62539","62539","443","443","9147"
"9148","1025.279779","17.248.210.8","192.168.111.43","TLSv1.3","431","Application Data, Application Data","62539","62539","443","443","9148"
"9149","1025.279991","192.168.111.43","17.248.210.8","TCP","66","62539  >  443 [ACK] Seq=2348 Ack=4258 Win=2944 Len=0 TSval=3750509058 TSecr=665043492","443","443","62539","62539","9149"
"9150","1025.280741","192.168.111.43","17.248.210.8","TLSv1.3","97","Application Data","443","443","62539","62539","9150"
"9151","1025.286164","17.248.210.8","192.168.111.43","TCP","66","443  >  62539 [ACK] Seq=4258 Ack=2090 Win=32768 Len=0 TSval=665043498 TSecr=3750509017","62539","62539","443","443","9151"
"9152","1025.286166","17.248.210.8","192.168.111.43","TLSv1.3","97","Application Data","62539","62539","443","443","9152"
"9153","1025.286265","192.168.111.43","17.248.210.8","TCP","66","62539  >  443 [ACK] Seq=2379 Ack=4289 Win=2944 Len=0 TSval=3750509064 TSecr=665043498","443","443","62539","62539","9153"
"9154","1025.321622","17.248.210.8","192.168.111.43","TLSv1.3","655","Application Data","62539","62539","443","443","9154"
"9155","1025.321822","192.168.111.43","17.248.210.8","TCP","66","62539  >  443 [ACK] Seq=2379 Ack=4878 Win=2944 Len=0 TSval=3750509100 TSecr=665043530","443","443","62539","62539","9155"
"9156","1025.324729","192.168.111.43","17.248.210.8","TLSv1.3","105","Application Data","443","443","62539","62539","9156"
"9157","1025.325079","192.168.111.43","17.248.210.8","TLSv1.3","90","Application Data","443","443","62539","62539","9157"
"9158","1025.325931","192.168.111.43","17.248.210.8","TCP","66","62539  >  443 [FIN, ACK] Seq=2442 Ack=4878 Win=2944 Len=0 TSval=3750509104 TSecr=665043530","443","443","62539","62539","9158"
"9159","1025.397490","17.248.210.8","192.168.111.43","TCP","78","[TCP Dup ACK 9154#1] 443  >  62539 [ACK] Seq=4878 Ack=2379 Win=32768 Len=0 TSval=665043589 TSecr=3750509100 SLE=2442 SRE=2443","62539","62539","443","443","9159"
"9160","1025.397674","192.168.111.43","17.248.210.8","TCP","129","[TCP Retransmission] 62539  >  443 [FIN, PSH, ACK] Seq=2379 Ack=4878 Win=2944 Len=63 TSval=3750509176 TSecr=665043589","443","443","62539","62539","9160"
"9161","1025.398836","17.248.210.8","192.168.111.43","TCP","78","443  >  62539 [ACK] Seq=4878 Ack=2418 Win=32768 Len=0 TSval=665043596 TSecr=3750509103 SLE=2442 SRE=2443","62539","62539","443","443","9161"
"9162","1025.403244","17.248.210.8","192.168.111.43","TCP","66","443  >  62539 [ACK] Seq=4878 Ack=2443 Win=32768 Len=0 TSval=665043596 TSecr=3750509103","62539","62539","443","443","9162"
"9163","1025.403245","17.248.210.8","192.168.111.43","TCP","66","443  >  62539 [FIN, ACK] Seq=4878 Ack=2443 Win=32768 Len=0 TSval=665043596 TSecr=3750509103","62539","62539","443","443","9163"
"9164","1025.403481","192.168.111.43","17.248.210.8","TCP","66","62539  >  443 [ACK] Seq=2443 Ack=4879 Win=2944 Len=0 TSval=3750509181 TSecr=665043596","443","443","62539","62539","9164"
"9165","1025.428868","17.248.210.8","192.168.111.43","TCP","78","[TCP Dup ACK 9162#1] 443  >  62539 [ACK] Seq=4879 Ack=2443 Win=32768 Len=0 TSval=665043626 TSecr=3750509176 SLE=2379 SRE=2443","62539","62539","443","443","9165"
"9166","1025.462667","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.220? Tell 192.168.111.75","","","","","9166"
"9167","1025.465813","192.168.111.43","192.168.111.1","DNS","86","Standard query 0xa376 HTTPS configuration.ls.apple.com","53","53","54204","54204","9167"
"9168","1025.465873","192.168.111.43","192.168.111.1","DNS","86","Standard query 0x4087 A configuration.ls.apple.com","53","53","58029","58029","9168"
"9169","1025.483627","192.168.111.1","192.168.111.43","DNS","235","Standard query response 0xa376 HTTPS configuration.ls.apple.com CNAME configuration-lb.ls-apple.com.akadns.net CNAME configuration.ls.v.aaplimg.com SOA a.gslb.aaplimg.com","54204","54204","53","53","9169"
"9170","1025.483630","192.168.111.1","192.168.111.43","DNS","213","Standard query response 0x4087 A configuration.ls.apple.com CNAME configuration-lb.ls-apple.com.akadns.net CNAME configuration.ls.v.aaplimg.com A 17.253.27.205 A 17.253.27.204","58029","58029","53","53","9170"
"9171","1025.488291","192.168.111.43","192.168.111.1","DNS","90","Standard query 0x98c6 HTTPS configuration.ls.v.aaplimg.com","53","53","51862","51862","9171"
"9172","1025.517492","192.168.111.1","192.168.111.43","DNS","150","Standard query response 0x98c6 HTTPS configuration.ls.v.aaplimg.com SOA a.gslb.aaplimg.com","51862","51862","53","53","9172"
"9173","1025.521470","192.168.111.43","17.253.27.205","TCP","78","62540  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=710237573 TSecr=0 SACK_PERM","443","443","62540","62540","9173"
"9174","1025.566943","17.253.27.205","192.168.111.43","TCP","74","443  >  62540 [SYN, ACK] Seq=0 Ack=1 Win=33212 Len=0 MSS=1456 SACK_PERM TSval=2232510624 TSecr=710237573 WS=512","62540","62540","443","443","9174"
"9175","1025.567139","192.168.111.43","17.253.27.205","TCP","66","62540  >  443 [ACK] Seq=1 Ack=1 Win=2944 Len=0 TSval=710237620 TSecr=2232510624","443","443","62540","62540","9175"
"9176","1025.567691","192.168.111.43","17.253.27.205","TLSv1.3","583","Client Hello (SNI=configuration.ls.apple.com)","443","443","62540","62540","9176"
"9177","1025.629852","17.253.27.205","192.168.111.43","TCP","66","443  >  62540 [ACK] Seq=1 Ack=518 Win=32768 Len=0 TSval=2232510692 TSecr=710237620","62540","62540","443","443","9177"
"9178","1025.629853","17.253.27.205","192.168.111.43","TLSv1.3","1510","Server Hello, Change Cipher Spec","62540","62540","443","443","9178"
"9179","1025.629977","192.168.111.43","17.253.27.205","TCP","66","62540  >  443 [ACK] Seq=518 Ack=1445 Win=2944 Len=0 TSval=710237683 TSecr=2232510692","443","443","62540","62540","9179"
"9180","1025.633775","17.253.27.205","192.168.111.43","TCP","1510","443  >  62540 [PSH, ACK] Seq=1445 Ack=518 Win=32768 Len=1444 TSval=2232510692 TSecr=710237620 [TCP PDU reassembled in 9182]","62540","62540","443","443","9180"
"9181","1025.633886","192.168.111.43","17.253.27.205","TCP","66","62540  >  443 [ACK] Seq=518 Ack=2889 Win=4352 Len=0 TSval=710237687 TSecr=2232510692","443","443","62540","62540","9181"
"9182","1025.682931","17.253.27.205","192.168.111.43","TLSv1.3","1409","Application Data","62540","62540","443","443","9182"
"9183","1025.683093","192.168.111.43","17.253.27.205","TCP","66","62540  >  443 [ACK] Seq=518 Ack=4232 Win=4352 Len=0 TSval=710237736 TSecr=2232510763","443","443","62540","62540","9183"
"9184","1025.701748","192.168.111.43","17.253.27.205","TLSv1.3","130","Change Cipher Spec, Application Data","443","443","62540","62540","9184"
"9185","1025.703781","192.168.111.43","17.253.27.205","TLSv1.3","348","Application Data","443","443","62540","62540","9185"
"9186","1025.760747","Intel_da:f4:da","Broadcast","ARP","42","Who has 192.168.111.1? Tell 192.168.111.222","","","","","9186"
"9187","1025.824951","17.253.27.205","192.168.111.43","TCP","66","443  >  62540 [ACK] Seq=4232 Ack=864 Win=32768 Len=0 TSval=2232510903 TSecr=710237755","62540","62540","443","443","9187"
"9188","1025.824953","17.253.27.205","192.168.111.43","TLSv1.3","772","Application Data, Application Data","62540","62540","443","443","9188"
"9189","1025.825171","192.168.111.43","17.253.27.205","TCP","66","62540  >  443 [ACK] Seq=864 Ack=4938 Win=4352 Len=0 TSval=710237878 TSecr=2232510903","443","443","62540","62540","9189"
"9190","1025.826317","192.168.111.43","17.253.27.205","TLSv1.3","97","Application Data","443","443","62540","62540","9190"
"9191","1025.831602","192.168.111.43","17.253.27.205","TLSv1.3","105","Application Data","443","443","62540","62540","9191"
"9192","1025.832192","192.168.111.43","17.253.27.205","TLSv1.3","90","Application Data","443","443","62540","62540","9192"
"9193","1025.834186","192.168.111.43","17.253.27.205","TCP","66","62540  >  443 [FIN, ACK] Seq=958 Ack=4938 Win=4352 Len=0 TSval=710237887 TSecr=2232510903","443","443","62540","62540","9193"
"9194","1025.862782","17.253.27.205","192.168.111.43","TCP","78","[TCP Dup ACK 9187#1] 443  >  62540 [ACK] Seq=4938 Ack=864 Win=32768 Len=0 TSval=2232510930 TSecr=710237878 SLE=958 SRE=959","62540","62540","443","443","9194"
"9195","1025.862784","17.253.27.205","192.168.111.43","TCP","78","443  >  62540 [ACK] Seq=4938 Ack=895 Win=32768 Len=0 TSval=2232510930 TSecr=710237879 SLE=958 SRE=959","62540","62540","443","443","9195"
"9196","1025.862926","192.168.111.43","17.253.27.205","TCP","160","[TCP Retransmission] 62540  >  443 [FIN, PSH, ACK] Seq=864 Ack=4938 Win=4352 Len=94 TSval=710237916 TSecr=2232510930","443","443","62540","62540","9196"
"9197","1025.865208","17.253.27.205","192.168.111.43","TCP","78","443  >  62540 [ACK] Seq=4938 Ack=934 Win=32768 Len=0 TSval=2232510930 TSecr=710237885 SLE=958 SRE=959","62540","62540","443","443","9197"
"9198","1025.865209","17.253.27.205","192.168.111.43","TCP","66","443  >  62540 [ACK] Seq=4938 Ack=959 Win=32768 Len=0 TSval=2232510930 TSecr=710237885","62540","62540","443","443","9198"
"9199","1025.865210","17.253.27.205","192.168.111.43","TCP","66","443  >  62540 [FIN, ACK] Seq=4938 Ack=959 Win=32768 Len=0 TSval=2232510930 TSecr=710237885","62540","62540","443","443","9199"
"9200","1025.865416","192.168.111.43","17.253.27.205","TCP","66","62540  >  443 [ACK] Seq=959 Ack=4939 Win=4352 Len=0 TSval=710237918 TSecr=2232510930","443","443","62540","62540","9200"
"9201","1025.895169","17.253.27.205","192.168.111.43","TCP","78","[TCP Dup ACK 9198#1] 443  >  62540 [ACK] Seq=4939 Ack=959 Win=32768 Len=0 TSval=2232510967 TSecr=710237916 SLE=864 SRE=959","62540","62540","443","443","9201"
"9202","1026.063384","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.220? Tell 192.168.111.75","","","","","9202"
"9203","1026.383409","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.161? Tell 192.168.111.75","","","","","9203"
"9204","1026.683957","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.114? Tell 192.168.111.75","","","","","9204"
"9205","1027.300010","Intel_da:f4:da","Broadcast","ARP","42","Who has 192.168.111.1? Tell 192.168.111.222","","","","","9205"
"9206","1027.608644","192.168.111.96","192.168.111.255","STEAMDISCOVER","210","Client Status from Kaleel-AI[Malformed Packet]","27036","27036","27036","27036","9206"
"9207","1027.915461","192.168.111.153","224.0.0.251","MDNS","707","Standard query response 0x0000 PTR Jinghanâ\200\231s MacBook Air (3)._airplay._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 7000 Jinghans-MacBook-Air-4.local AAAA, cache flush fe80::14b1:b87c:9ecd:3901 A, cache flush 192.168.111.153 NSEC, cache flush Jinghanâ\200\231s MacBook Air (3)._airplay._tcp.local NSEC, cache flush Jinghans-MacBook-Air-4.local","5353","5353","5353","5353","9207"
"9208","1028.226479","fe80::14b1:b87c:9ecd:3901","ff02::fb","MDNS","727","Standard query response 0x0000 PTR Jinghanâ\200\231s MacBook Air (3)._airplay._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 7000 Jinghans-MacBook-Air-4.local AAAA, cache flush fe80::14b1:b87c:9ecd:3901 A, cache flush 192.168.111.153 NSEC, cache flush Jinghanâ\200\231s MacBook Air (3)._airplay._tcp.local NSEC, cache flush Jinghans-MacBook-Air-4.local","5353","5353","5353","5353","9208"
"9209","1028.374042","192.168.111.43","17.248.168.139","QUIC","83","Protected Payload (KP0), DCID=03995258a460372771fa5011881a25e144205f84","443","443","57805","57805","9209"
"9210","1028.421233","17.248.168.139","192.168.111.43","QUIC","73","Protected Payload (KP0), DCID=7519419854fca01b","57805","57805","443","443","9210"
"9211","1029.036347","192.168.111.43","192.168.111.1","DNS","109","Standard query 0x5eba A a54bfb30aa594b3c800913dfce7d54f0.zephaniahdev.com","53","53","54555","54555","9211"
"9212","1029.147497","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.100? Tell 192.168.111.75","","","","","9212"
"9213","1029.156473","192.168.111.1","192.168.111.43","DNS","175","Standard query response 0x5eba No such name A a54bfb30aa594b3c800913dfce7d54f0.zephaniahdev.com SOA ns1.dns-parking.com","54555","54555","53","53","9213"
"9214","1029.448929","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.47? Tell 192.168.111.75","","","","","9214"
"9215","1029.759648","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.100? Tell 192.168.111.75","","","","","9215"
"9216","1030.064363","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.51? Tell 192.168.111.75","","","","","9216"
"9217","1030.165859","ASUSTekCOMPU_1f:de:80","Apple_1c:fe:8a","ARP","42","Who has 192.168.111.43? Tell 192.168.111.1","","","","","9217"
"9218","1030.165989","Apple_1c:fe:8a","ASUSTekCOMPU_1f:de:80","ARP","42","192.168.111.43 is at 3c:a6:f6:1c:fe:8a","","","","","9218"
"9219","1030.369265","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.47? Tell 192.168.111.75","","","","","9219"
"9220","1030.382632","192.168.111.43","17.57.144.245","TCP","1514","62427  >  5223 [ACK] Seq=15034 Ack=5721 Win=2048 Len=1448 TSval=2043046370 TSecr=318291726 [TCP PDU reassembled in 9223]","5223","5223","62427","62427","9220"
"9221","1030.382636","192.168.111.43","17.57.144.245","TCP","1514","62427  >  5223 [ACK] Seq=16482 Ack=5721 Win=2048 Len=1448 TSval=2043046370 TSecr=318291726 [TCP PDU reassembled in 9223]","5223","5223","62427","62427","9221"
"9222","1030.426472","17.57.144.245","192.168.111.43","TCP","66","5223  >  62427 [ACK] Seq=5721 Ack=17930 Win=249 Len=0 TSval=318411320 TSecr=2043046370","62427","62427","5223","5223","9222"
"9223","1030.426637","192.168.111.43","17.57.144.245","TLSv1.2","776","Application Data","5223","5223","62427","62427","9223"
"9224","1030.501661","17.57.144.245","192.168.111.43","TCP","66","5223  >  62427 [ACK] Seq=5721 Ack=18640 Win=249 Len=0 TSval=318411404 TSecr=2043046414","62427","62427","5223","5223","9224"
"9225","1030.677593","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.150? Tell 192.168.111.75","","","","","9225"
"9226","1031.082144","Apple_7f:63:85","Apple_1c:fe:8a","ARP","42","192.168.111.17 is at 80:96:98:7f:63:85","","","","","9226"
"9227","1031.601684","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.100? Tell 192.168.111.75","","","","","9227"
"9228","1031.917578","192.168.111.17","224.0.0.251","MDNS","237","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question PTR Jinghanâ\200\231s MacBook Air (3)._companion-link._tcp.local PTR Savanahâ\200\231s MacBook Air._airplay._tcp.local PTR Jinghanâ\200\231s MacBook Air (3)._airplay._tcp.local","5353","5353","5353","5353","9228"
"9229","1031.942206","192.168.111.43","224.0.0.251","MDNS","443","Standard query response 0x0000 TXT PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 60933 Zephaniahs-MacBook-Air.local AAAA, cache flush fe80::85a:4740:d8a5:8ac4 A, cache flush 192.168.111.43 NSEC, cache flush Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Zephaniahs-MacBook-Air.local","5353","5353","5353","5353","9229"
"9230","1031.942328","fe80::85a:4740:d8a5:8ac4","ff02::fb","MDNS","463","Standard query response 0x0000 TXT PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 60933 Zephaniahs-MacBook-Air.local AAAA, cache flush fe80::85a:4740:d8a5:8ac4 A, cache flush 192.168.111.43 NSEC, cache flush Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Zephaniahs-MacBook-Air.local","5353","5353","5353","5353","9230"
"9231","1033.439780","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.202? Tell 192.168.111.75","","","","","9231"
"9232","1033.470284","ASUSTekCOMPU_1f:de:80","Apple_1c:fe:8a","ARP","42","192.168.111.1 is at 34:97:f6:1f:de:80","","","","","9232"
"9233","1034.056180","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.46? Tell 192.168.111.75","","","","","9233"
"9234","1034.202648","192.168.111.43","104.18.3.115","TCP","78","62541  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=111149281 TSecr=0 SACK_PERM","443","443","62541","62541","9234"
"9235","1034.260008","104.18.3.115","192.168.111.43","TCP","74","443  >  62541 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM TSval=1049164833 TSecr=111149281 WS=8192","62541","62541","443","443","9235"
