"No.","Time","Source","Destination","Protocol","Length","Info","dest (r)","dest(u)","src (r)","src(u)","New Column"
"18803","891.162162","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51855","51855","443","443","18803"
"18804","891.162358","192.168.111.43","104.18.2.115","TCP","66","51855  >  443 [ACK] Seq=1463 Ack=4265 Win=131008 Len=0 TSval=3147460151 TSecr=3156535302","443","443","51855","51855","18804"
"18805","891.471176","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.62? Tell 192.168.111.75","","","","","18805"
"18806","891.567430","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51855","51855","443","443","18806"
"18807","891.567584","192.168.111.43","104.18.2.115","TCP","66","51855  >  443 [ACK] Seq=1463 Ack=4300 Win=131008 Len=0 TSval=3147460556 TSecr=3156535730","443","443","51855","51855","18807"
"18808","891.771265","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.93? Tell 192.168.111.75","","","","","18808"
"18809","891.976115","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51855","51855","443","443","18809"
"18810","891.976267","192.168.111.43","104.18.2.115","TCP","66","51855  >  443 [ACK] Seq=1463 Ack=4335 Win=131008 Len=0 TSval=3147460964 TSecr=3156536141","443","443","51855","51855","18810"
"18811","892.077700","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.44? Tell 192.168.111.75","","","","","18811"
"18812","892.180210","192.168.111.43","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251","","","","","18812"
"18813","892.321308","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51855","51855","443","443","18813"
"18814","892.321471","192.168.111.43","104.18.2.115","TCP","66","51855  >  443 [ACK] Seq=1463 Ack=4370 Win=131008 Len=0 TSval=3147461310 TSecr=3156536561","443","443","51855","51855","18814"
"18815","892.384965","192.168.111.153","224.0.0.251","MDNS","120","Standard query 0x0000 SRV HP Color LaserJet Pro M252dw (12DD9F)._ipps._tcp.local, ""QU"" question TXT HP Color LaserJet Pro M252dw (12DD9F)._ipps._tcp.local, ""QU"" question","5353","5353","5353","5353","18815"
"18816","892.521776","104.18.2.115","192.168.111.43","TLSv1.3","1457","Application Data","51855","51855","443","443","18816"
"18817","892.521778","104.18.2.115","192.168.111.43","TLSv1.3","1163","Application Data","51855","51855","443","443","18817"
"18818","892.521780","104.18.2.115","192.168.111.43","TLSv1.3","93","Application Data","51855","51855","443","443","18818"
"18819","892.521955","192.168.111.43","104.18.2.115","TCP","66","51855  >  443 [ACK] Seq=1463 Ack=6885 Win=128512 Len=0 TSval=3147461510 TSecr=3156536774","443","443","51855","51855","18819"
"18820","892.692242","192.168.111.52","224.0.0.251","MDNS","108","Standard query response 0x0000 PTR Savanah Lares._companion-link._tcp.local","5353","5353","5353","5353","18820"
"18821","893.003017","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.62? Tell 192.168.111.75","","","","","18821"
"18822","893.314875","192.168.111.153","192.168.111.255","NBNS","110","Refresh NB MAC<00>","137","137","137","137","18822"
"18823","893.316562","192.168.111.43","192.168.111.255","NBNS","92","Name query NB WORKGROUP<1d>","137","137","137","137","18823"
"18824","893.617810","192.168.111.153","192.168.111.255","NBNS","92","Name query NB WORKGROUP<1d>","137","137","137","137","18824"
"18825","894.539135","192.168.111.153","224.0.0.251","MDNS","119","Standard query 0x0000 SRV HP Color LaserJet Pro M252dw (12DD9F)._ipp._tcp.local, ""QU"" question TXT HP Color LaserJet Pro M252dw (12DD9F)._ipp._tcp.local, ""QU"" question","5353","5353","5353","5353","18825"
"18826","894.948564","ASUSTekCOMPU_1f:de:80","Broadcast","ARP","42","Who has 192.168.111.53? Tell 192.168.111.1","","","","","18826"
"18827","895.154031","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.149? Tell 192.168.111.75","","","","","18827"
"18828","895.468955","192.168.111.150","224.0.0.251","MDNS","1088","Standard query response 0x0000 PTR Brother HL-L2350DW series._pdl-datastream._tcp.local PTR Brother HL-L2350DW series._printer._tcp.local PTR Brother HL-L2350DW series._ipp._tcp.local TXT, cache flush TXT, cache flush NSEC, cache flush Brother HL-L2350DW series._pdl-datastream._tcp.local NSEC, cache flush Brother HL-L2350DW series._printer._tcp.local NSEC, cache flush Brother HL-L2350DW series._ipp._tcp.local","5353","5353","5353","5353","18828"
"18829","895.767640","ASUSTekCOMPU_1f:de:80","Broadcast","ARP","42","Who has 192.168.111.53? Tell 192.168.111.1","","","","","18829"
"18830","896.075011","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.10? Tell 192.168.111.75","","","","","18830"
"18831","896.382874","192.168.111.153","192.168.111.255","NBNS","92","Name query NB WORKGROUP<1d>","137","137","137","137","18831"
"18832","896.383604","192.168.111.43","192.168.111.255","NBNS","92","Name query NB WORKGROUP<1d>","137","137","137","137","18832"
"18833","896.697089","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.161? Tell 192.168.111.75","","","","","18833"
"18834","896.840986","192.168.111.43","192.168.111.1","DNS","74","Standard query 0x35ed A ab.chatgpt.com","53","53","63107","63107","18834"
"18835","896.870175","192.168.111.1","192.168.111.43","DNS","106","Standard query response 0x35ed A ab.chatgpt.com A 104.18.32.47 A 172.64.155.209","63107","63107","53","53","18835"
"18836","896.873975","192.168.111.43","104.18.32.47","TCP","78","51856  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3411761306 TSecr=0 SACK_PERM","443","443","51856","51856","18836"
"18837","896.889678","104.18.32.47","192.168.111.43","TCP","74","443  >  51856 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM TSval=3129223053 TSecr=3411761306 WS=8192","51856","51856","443","443","18837"
"18838","896.889839","192.168.111.43","104.18.32.47","TCP","66","51856  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0 TSval=3411761322 TSecr=3129223053","443","443","51856","51856","18838"
"18839","896.890611","192.168.111.43","104.18.32.47","TLSv1.3","583","Client Hello (SNI=ab.chatgpt.com)","443","443","51856","51856","18839"
"18840","896.907967","104.18.32.47","192.168.111.43","TCP","66","443  >  51856 [ACK] Seq=1 Ack=518 Win=131072 Len=0 TSval=3129223073 TSecr=3411761322","51856","51856","443","443","18840"
"18841","896.909620","104.18.32.47","192.168.111.43","TLSv1.3","1514","Server Hello, Change Cipher Spec","51856","51856","443","443","18841"
"18842","896.909623","104.18.32.47","192.168.111.43","TCP","1514","443  >  51856 [ACK] Seq=1449 Ack=518 Win=131072 Len=1448 TSval=3129223074 TSecr=3411761322 [TCP PDU reassembled in 18843]","51856","51856","443","443","18842"
"18843","896.909624","104.18.32.47","192.168.111.43","TLSv1.3","274","Application Data","51856","51856","443","443","18843"
"18844","896.909748","192.168.111.43","104.18.32.47","TCP","66","51856  >  443 [ACK] Seq=518 Ack=3105 Win=128704 Len=0 TSval=3411761342 TSecr=3129223074","443","443","51856","51856","18844"
"18845","896.925103","192.168.111.43","104.18.32.47","TLSv1.3","130","Change Cipher Spec, Application Data","443","443","51856","51856","18845"
"18846","896.926616","192.168.111.43","104.18.32.47","TLSv1.3","748","Application Data","443","443","51856","51856","18846"
"18847","896.926999","192.168.111.43","104.18.32.47","TLSv1.3","1398","Application Data","443","443","51856","51856","18847"
"18848","896.949958","104.18.32.47","192.168.111.43","TCP","66","443  >  51856 [ACK] Seq=3105 Ack=1264 Win=131072 Len=0 TSval=3129223114 TSecr=3411761357","51856","51856","443","443","18848"
"18849","896.949960","104.18.32.47","192.168.111.43","TLSv1.3","603","Application Data, Application Data","51856","51856","443","443","18849"
"18850","896.950110","192.168.111.43","104.18.32.47","TCP","66","51856  >  443 [ACK] Seq=2596 Ack=3642 Win=130496 Len=0 TSval=3411761382 TSecr=3129223114","443","443","51856","51856","18850"
"18851","896.950702","192.168.111.43","104.18.32.47","TLSv1.3","97","Application Data","443","443","51856","51856","18851"
"18852","896.971534","104.18.32.47","192.168.111.43","TCP","66","443  >  51856 [ACK] Seq=3642 Ack=2627 Win=139264 Len=0 TSval=3129223134 TSecr=3411761359","51856","51856","443","443","18852"
"18853","896.992636","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.219? Tell 192.168.111.75","","","","","18853"
"18854","897.040075","104.18.32.47","192.168.111.43","TLSv1.3","736","Application Data","51856","51856","443","443","18854"
"18855","897.040276","192.168.111.43","104.18.32.47","TCP","66","51856  >  443 [ACK] Seq=2627 Ack=4312 Win=130368 Len=0 TSval=3411761473 TSecr=3129223194","443","443","51856","51856","18855"
"18856","897.304201","192.168.111.153","192.168.111.255","NBNS","92","Name query NB WORKGROUP<1d>","137","137","137","137","18856"
"18857","897.541947","192.168.111.43","192.168.111.1","DNS","109","Standard query 0x7ee3 A 673c919c314f417d817b420ddcdb9140.zephaniahdev.com","53","53","49607","49607","18857"
"18858","897.616006","192.168.111.153","224.0.0.251","MDNS","480","Standard query response 0x0000 PTR Jinghanâ\200\231s MacBook Air (3)._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::14b1:b87c:9ecd:3901 A, cache flush 192.168.111.153 SRV, cache flush 0 0 54204 Jinghans-MacBook-Air-4.local NSEC, cache flush Jinghanâ\200\231s MacBook Air (3)._companion-link._tcp.local NSEC, cache flush Jinghans-MacBook-Air-4.local","5353","5353","5353","5353","18858"
"18859","897.616008","192.168.111.1","192.168.111.43","DNS","175","Standard query response 0x7ee3 No such name A 673c919c314f417d817b420ddcdb9140.zephaniahdev.com SOA ns1.dns-parking.com","49607","49607","53","53","18859"
"18860","897.910705","192.168.111.43","17.248.168.196","QUIC","83","Protected Payload (KP0), DCID=139268504f5114fcea0cdc9831aef9ec28da46f0","443","443","56519","56519","18860"
"18861","897.914686","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.220? Tell 192.168.111.75","","","","","18861"
"18862","897.932861","17.248.168.196","192.168.111.43","QUIC","73","Protected Payload (KP0), DCID=a1e753dff65827f1","56519","56519","443","443","18862"
"18863","898.225373","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.161? Tell 192.168.111.75","","","","","18863"
"18864","898.533414","192.168.111.153","224.0.0.251","MDNS","119","Standard query 0x0000 SRV HP Color LaserJet Pro M252dw (12DD9F)._ipp._tcp.local, ""QM"" question TXT HP Color LaserJet Pro M252dw (12DD9F)._ipp._tcp.local, ""QM"" question","5353","5353","5353","5353","18864"
"18865","898.942458","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.220? Tell 192.168.111.75","","","","","18865"
"18866","899.155037","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.161? Tell 192.168.111.75","","","","","18866"
"18867","899.454488","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.220? Tell 192.168.111.75","","","","","18867"
"18868","899.766339","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.200? Tell 192.168.111.75","","","","","18868"
"18869","900.068664","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.57? Tell 192.168.111.75","","","","","18869"
"18870","900.380698","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.200? Tell 192.168.111.75","","","","","18870"
"18871","900.683943","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.57? Tell 192.168.111.75","","","","","18871"
"18872","900.991975","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.191? Tell 192.168.111.75","","","","","18872"
"18873","901.297548","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.14? Tell 192.168.111.75","","","","","18873"
"18874","901.609355","192.168.111.93","224.0.0.251","MDNS","86","Standard query 0x0000 PTR _smb._tcp.local, ""QM"" question PTR _rfb._tcp.local, ""QM"" question","5353","5353","5353","5353","18874"
"18875","901.916820","fe80::1c67:9a0a:2034:3493","ff02::fb","MDNS","106","Standard query 0x0000 PTR _smb._tcp.local, ""QM"" question PTR _rfb._tcp.local, ""QM"" question","5353","5353","5353","5353","18875"
"18876","901.916822","ASUSTekCOMPU_1f:de:80","Apple_1c:fe:8a","ARP","42","Who has 192.168.111.43? Tell 192.168.111.1","","","","","18876"
"18877","901.917321","Apple_1c:fe:8a","ASUSTekCOMPU_1f:de:80","ARP","42","192.168.111.43 is at 3c:a6:f6:1c:fe:8a","","","","","18877"
"18878","902.231751","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.100? Tell 192.168.111.75","","","","","18878"
"18879","902.530842","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.100? Tell 192.168.111.75","","","","","18879"
"18880","902.669472","192.168.111.43","104.18.2.115","TCP","78","51857  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1066621112 TSecr=0 SACK_PERM","443","443","51857","51857","18880"
"18881","902.709968","104.18.2.115","192.168.111.43","TCP","74","443  >  51857 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM TSval=2326851337 TSecr=1066621112 WS=8192","51857","51857","443","443","18881"
"18882","902.710202","192.168.111.43","104.18.2.115","TCP","66","51857  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0 TSval=1066621153 TSecr=2326851337","443","443","51857","51857","18882"
"18883","902.710608","192.168.111.43","104.18.2.115","TLSv1.3","583","Client Hello (SNI=openrouter.ai)","443","443","51857","51857","18883"
"18884","902.732695","104.18.2.115","192.168.111.43","TCP","66","443  >  51857 [ACK] Seq=1 Ack=518 Win=131072 Len=0 TSval=2326851377 TSecr=1066621153","51857","51857","443","443","18884"
"18885","902.735055","104.18.2.115","192.168.111.43","TLSv1.3","1514","Server Hello, Change Cipher Spec","51857","51857","443","443","18885"
"18886","902.735057","104.18.2.115","192.168.111.43","TLSv1.3","1464","Application Data","51857","51857","443","443","18886"
"18887","902.735157","192.168.111.43","104.18.2.115","TCP","66","51857  >  443 [ACK] Seq=518 Ack=2847 Win=128960 Len=0 TSval=1066621178 TSecr=2326851380","443","443","51857","51857","18887"
"18888","902.738481","192.168.111.43","104.18.2.115","TLSv1.3","146","Change Cipher Spec, Application Data","443","443","51857","51857","18888"
"18889","902.738786","192.168.111.43","104.18.2.115","TLSv1.3","685","Application Data","443","443","51857","51857","18889"
"18890","902.738859","192.168.111.43","104.18.2.115","TLSv1.3","250","Application Data","443","443","51857","51857","18890"
"18891","902.771085","104.18.2.115","192.168.111.43","TCP","66","443  >  51857 [ACK] Seq=2847 Ack=598 Win=131072 Len=0 TSval=2326851413 TSecr=1066621181","51857","51857","443","443","18891"
"18892","902.771087","104.18.2.115","192.168.111.43","TCP","66","443  >  51857 [ACK] Seq=2847 Ack=1401 Win=131072 Len=0 TSval=2326851413 TSecr=1066621181","51857","51857","443","443","18892"
"18893","902.831099","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.47? Tell 192.168.111.75","","","","","18893"
"18894","903.148213","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.202? Tell 192.168.111.75","","","","","18894"
"18895","903.447780","ASUSTekCOMPU_1f:de:80","Broadcast","ARP","42","Who has 192.168.111.149? Tell 192.168.111.1","","","","","18895"
"18896","903.550767","104.18.2.115","192.168.111.43","TLSv1.3","1137","Application Data, Application Data","51857","51857","443","443","18896"
"18897","903.550769","104.18.2.115","192.168.111.43","TLSv1.3","497","Application Data","51857","51857","443","443","18897"
"18898","903.550770","104.18.2.115","192.168.111.43","TLSv1.3","103","Application Data","51857","51857","443","443","18898"
"18899","903.550771","104.18.2.115","192.168.111.43","TLSv1.3","93","Application Data","51857","51857","443","443","18899"
"18900","903.550772","104.18.2.115","192.168.111.43","TCP","93","[TCP Retransmission] 443  >  51857 [PSH, ACK] Seq=4386 Ack=1401 Win=131072 Len=27 TSval=2326852140 TSecr=1066621181","51857","51857","443","443","18900"
"18901","903.550939","192.168.111.43","104.18.2.115","TCP","66","51857  >  443 [ACK] Seq=1401 Ack=4413 Win=129472 Len=0 TSval=1066621994 TSecr=2326852068","443","443","51857","51857","18901"
"18902","903.551013","192.168.111.43","104.18.2.115","TCP","78","[TCP Dup ACK 18901#1] 51857  >  443 [ACK] Seq=1401 Ack=4413 Win=129472 Len=0 TSval=1066621994 TSecr=2326852140 SLE=4386 SRE=4413","443","443","51857","51857","18902"
"18903","903.751157","192.168.111.52","224.0.0.251","IGMPv2","60","Membership Report group 224.0.0.251","","","","","18903"
"18904","904.062361","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.100? Tell 192.168.111.75","","","","","18904"
"18905","904.369794","ASUSTekCOMPU_1f:de:80","Broadcast","ARP","42","Who has 192.168.111.149? Tell 192.168.111.1","","","","","18905"
"18906","904.682154","192.168.111.52","224.0.0.251","MDNS","162","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Savanahâ\200\231s MacBook Air._companion-link._tcp.local","5353","5353","5353","5353","18906"
"18907","904.786233","192.168.111.43","224.0.0.251","MDNS","443","Standard query response 0x0000 TXT PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 49700 Zephaniahs-MacBook-Air.local AAAA, cache flush fe80::85a:4740:d8a5:8ac4 A, cache flush 192.168.111.43 NSEC, cache flush Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Zephaniahs-MacBook-Air.local","5353","5353","5353","5353","18907"
